Customer_ID,Full_Name,Date_of_Birth,Age,Gender,Email,Phone,City,State,Pincode,Account_Number,Account_Type,Account_Open_Date,Current_Balance,Loan_Amount,Credit_Score,Occupation,Years_With_Bank,Annual_Income,Account_Status,Internet_Banking,Mobile_Banking,Customer_Tier,Number_of_Transactions,Last_Month_Spending
CUST938635,Nandini Patel,1997-01-10,28,Female,nandini.patel223@outlook.com,+917848222489,Vellore,Tamil Nadu,792325,ACC2265841695,Savings,2006-02-13,62156.17,0.0,800,Government Employee,9,181606.94,Inactive,Yes,Yes,Tier 3,8,7132.21
CUST868661,Rajesh Khanna,1969-10-25,55,Other,rajesh.khanna83@outlook.com,+918914136482,Mumbai,Maharashtra,505002,ACC6139905102,Fixed Deposit,2013-12-14,236852.3,0.0,663,Doctor,17,460895.12,Dormant,No,Yes,Tier 3,13,33946.16
CUST438144,Gaurav Mehta,1973-07-03,51,Female,gaurav.mehta427@yahoo.com,+916787577488,Lucknow,Uttar Pradesh,920411,ACC4297076131,Fixed Deposit,2007-02-26,43256.16,922308.77,880,Teacher,34,226531.65,Inactive,No,No,Tier 2,13,23327.63
CUST530187,Zara Shah,1963-12-19,61,Male,zara.shah28@rediffmail.com,+917602500198,Hyderabad,Telangana,751050,ACC2981199619,Recurring Deposit,2017-09-08,307796.67,1160644.84,609,Government Employee,4,380114.23,Inactive,Yes,No,Tier 3,0,23140.39
CUST900058,Ajay Nair,1974-12-16,50,Male,ajay.nair850@gmail.com,+919712200911,Kochi,Kerala,227341,ACC1233415299,Recurring Deposit,2020-02-16,49150.83,1381185.8,597,Nurse,4,353770.61,Dormant,Yes,No,Tier 1,7,44752.62
CUST770740,Isha Mukherjee,1996-02-20,29,Male,isha.mukherjee319@gmail.com,+916000153386,Salem,Tamil Nadu,733120,ACC4660410361,Savings,2016-08-29,312020.13,0.0,505,Doctor,16,110103.89,Inactive,Yes,No,Tier 2,1,46302.22
CUST414492,Chandan Chopra,1996-11-09,28,Male,chandan.chopra241@outlook.com,+916793743692,Kochi,Kerala,958311,ACC7032527837,Current,2008-10-30,340819.56,1272394.33,426,Nurse,35,108172.01,Inactive,No,No,Tier 3,3,47954.57
CUST616910,Kishore Banerjee,1980-10-23,44,Male,kishore.banerjee820@gmail.com,+917963153449,Coimbatore,Tamil Nadu,691616,ACC6476862198,Fixed Deposit,2005-04-01,406840.06,0.0,451,Architect,20,26700.94,Dormant,No,Yes,Tier 2,4,23395.36
CUST858188,Aarav Verma,1975-08-25,49,Female,aarav.verma367@yahoo.com,+916650269701,Erode,Tamil Nadu,787796,ACC7263566321,Recurring Deposit,2012-08-11,195616.85,0.0,364,Accountant,9,146386.67,Dormant,No,No,Tier 1,20,24187.23
CUST594668,Sara Reddy,1986-03-21,39,Other,sara.reddy603@outlook.com,+919659446057,Kochi,Kerala,266911,ACC2113367267,Current,2007-03-02,415028.19,0.0,369,IT Professional,7,254722.61,Dormant,No,No,Tier 1,7,5271.59
CUST282450,Zoya Kumar,1965-02-18,60,Male,zoya.kumar64@outlook.com,+918711387311,Mumbai,Maharashtra,282522,ACC9475343686,Salary,2007-06-01,423477.53,748644.23,374,Retired,29,195038.18,Dormant,Yes,Yes,Tier 2,15,21875.74
CUST399986,Shreya Verma,1963-11-10,61,Male,shreya.verma445@yahoo.com,+919478961535,Vellore,Tamil Nadu,105490,ACC1968500282,Salary,2022-05-15,12609.41,0.0,398,Lawyer,37,277824.61,Active,No,Yes,Tier 3,20,26407.73
CUST299372,Rahul Chopra,1975-12-28,49,Female,rahul.chopra486@outlook.com,+918686376206,Kochi,Kerala,174310,ACC4575143282,Recurring Deposit,2006-10-03,449928.0,877756.13,441,Teacher,34,156131.22,Active,No,Yes,Tier 1,19,27026.9
CUST123637,Zoya Chopra,1991-07-19,33,Male,zoya.chopra258@rediffmail.com,+918471134681,Thanjavur,Tamil Nadu,994640,ACC9334888790,Recurring Deposit,2018-09-17,34442.43,149554.25,461,Nurse,20,205617.63,Active,Yes,No,Tier 2,20,1498.9
CUST454466,Deepa Reddy,1966-04-01,58,Male,deepa.reddy910@gmail.com,+919772141697,Pune,Maharashtra,347062,ACC7104891000,Fixed Deposit,2006-08-21,273770.13,1326672.25,637,Architect,40,354514.51,Active,No,Yes,Tier 2,19,36964.47
CUST184508,Shiva Patel,1982-04-11,42,Male,shiva.patel107@gmail.com,+919650007076,Erode,Tamil Nadu,122484,ACC5851013429,Savings,2005-08-04,113009.9,606836.7,658,Businessman,35,307988.06,Inactive,Yes,No,Tier 1,12,38284.08
CUST829222,Sara Iyengar,1965-03-08,60,Female,sara.iyengar563@yahoo.com,+917473713393,Trichy,Tamil Nadu,160736,ACC5832857817,Current,2010-03-16,59437.28,0.0,676,Doctor,38,14924.33,Inactive,Yes,Yes,Tier 3,7,40631.09
CUST180333,Mohan Verma,1974-02-02,51,Female,mohan.verma290@gmail.com,+917708618083,Thanjavur,Tamil Nadu,789525,ACC1243329601,Savings,2019-09-23,301406.8,259432.49,550,Doctor,5,132597.44,Dormant,Yes,No,Tier 3,11,44882.01
CUST330987,Vishal Mukherjee,1974-04-21,50,Other,vishal.mukherjee251@outlook.com,+917764517955,Tiruppur,Tamil Nadu,752079,ACC7663237365,Fixed Deposit,2011-04-11,251970.98,0.0,355,Doctor,14,456904.11,Dormant,Yes,No,Tier 3,17,10538.48
CUST490479,Aishwarya Gupta,1989-02-25,36,Other,aishwarya.gupta716@rediffmail.com,+917193860598,Trichy,Tamil Nadu,502838,ACC4384176787,Salary,2023-07-22,476545.96,67512.37,321,Doctor,4,146755.32,Dormant,No,No,Tier 1,12,19233.16
CUST146573,Kishore Verma,1983-11-20,41,Other,kishore.verma676@rediffmail.com,+916111635207,Mumbai,Maharashtra,891127,ACC1963998771,Salary,2023-07-30,330371.03,695609.08,332,Government Employee,38,116106.63,Active,No,No,Tier 2,1,40369.83
CUST680170,Vikram Shah,1985-09-07,39,Female,vikram.shah475@rediffmail.com,+917637632518,Vellore,Tamil Nadu,881853,ACC8206824242,Current,2007-12-17,384621.67,0.0,566,Engineer,18,401798.57,Inactive,Yes,Yes,Tier 3,9,16876.62
CUST513769,Geeta Rao,1995-02-05,30,Male,geeta.rao276@outlook.com,+917136094194,Kochi,Kerala,565367,ACC9755746983,Fixed Deposit,2005-05-22,6663.39,641978.78,614,Accountant,1,238555.36,Inactive,No,Yes,Tier 2,1,28978.52
CUST183410,Chandan Nair,1971-08-23,53,Other,chandan.nair785@outlook.com,+918654072061,Salem,Tamil Nadu,151988,ACC5570031972,Current,2007-07-27,64047.63,0.0,478,IT Professional,3,100285.19,Dormant,No,No,Tier 1,17,35867.88
CUST163766,Gaurav Sharma,1984-03-29,40,Female,gaurav.sharma695@outlook.com,+918177281856,Mumbai,Maharashtra,218680,ACC9555450885,Recurring Deposit,2006-09-27,300489.13,0.0,658,Businessman,14,169636.63,Inactive,No,Yes,Tier 3,13,43792.66
CUST250029,Ravi Jain,1978-04-22,46,Female,ravi.jain369@outlook.com,+916191600964,Thanjavur,Tamil Nadu,257352,ACC5401029794,Recurring Deposit,2005-07-29,235607.17,320625.64,601,Doctor,39,113625.03,Inactive,No,Yes,Tier 2,18,1629.98
CUST861538,Suresh Mukherjee,1970-01-27,55,Other,suresh.mukherjee81@gmail.com,+918314847294,Vellore,Tamil Nadu,227131,ACC5939533165,Recurring Deposit,2022-11-26,251996.2,1467902.5,888,Engineer,39,241441.29,Dormant,No,No,Tier 2,6,41800.45
CUST407301,Jaya Gupta,1970-05-10,54,Female,jaya.gupta819@outlook.com,+919780545235,Trichy,Tamil Nadu,479459,ACC4913013819,Savings,2012-11-23,157750.78,890014.97,418,Nurse,33,47457.45,Inactive,No,Yes,Tier 2,13,11488.17
CUST968033,Tarun Khanna,1987-03-01,38,Female,tarun.khanna418@yahoo.com,+916350065428,Jaipur,Rajasthan,541474,ACC3309042717,Recurring Deposit,2008-04-30,398030.05,0.0,649,Architect,32,319988.59,Active,Yes,No,Tier 1,5,6039.44
CUST376169,Vishal Patel,1961-01-27,64,Female,vishal.patel854@rediffmail.com,+917666937500,Kolkata,West Bengal,471581,ACC1433771828,Current,2014-01-09,494971.78,1058619.36,435,Retired,36,128303.1,Inactive,Yes,No,Tier 2,18,30437.87
CUST213006,Shreya Khanna,2000-11-06,24,Other,shreya.khanna364@rediffmail.com,+918049154876,Coimbatore,Tamil Nadu,241144,ACC1194294443,Current,2021-03-26,315600.58,0.0,746,Architect,33,51056.85,Active,No,No,Tier 2,10,21929.35
CUST633376,Divya Pillai,1962-03-02,63,Female,divya.pillai506@outlook.com,+917832617596,Vellore,Tamil Nadu,438480,ACC4320036885,Fixed Deposit,2012-02-23,259079.98,1688130.85,837,Teacher,10,30547.87,Dormant,Yes,No,Tier 3,8,28756.89
CUST745374,Karan Pillai,1972-11-29,52,Female,karan.pillai170@gmail.com,+919941461719,Jaipur,Rajasthan,735615,ACC2350197673,Savings,2010-03-13,243574.54,576957.64,529,IT Professional,18,79091.53,Active,Yes,Yes,Tier 3,1,47992.84
CUST666052,Nilesh Chopra,1976-07-29,48,Female,nilesh.chopra843@gmail.com,+916541933397,Pune,Maharashtra,409268,ACC1838088426,Savings,2021-01-24,141277.84,889649.35,884,Retired,8,227758.48,Inactive,No,No,Tier 1,4,49653.86
CUST867173,Karan Jain,1992-08-17,32,Other,karan.jain81@yahoo.com,+917947613291,Delhi,Delhi,871250,ACC3872111537,Recurring Deposit,2020-01-28,163894.3,0.0,819,Doctor,21,447213.53,Active,No,Yes,Tier 3,16,15876.36
CUST982304,Rohit Mukherjee,1966-02-20,59,Female,rohit.mukherjee9@yahoo.com,+916650400253,Vellore,Tamil Nadu,953403,ACC3688996563,Current,2021-06-15,188416.42,530572.09,525,Accountant,19,74578.04,Dormant,Yes,Yes,Tier 1,13,3363.06
CUST684829,Shilpa Verma,1990-11-10,34,Female,shilpa.verma40@rediffmail.com,+917497671324,Jaipur,Rajasthan,656228,ACC3625157854,Current,2024-09-09,306882.42,0.0,897,Government Employee,15,438769.15,Dormant,No,No,Tier 3,12,29892.11
CUST669810,Anil Gupta,1978-10-27,46,Female,anil.gupta116@outlook.com,+917996025623,Trichy,Tamil Nadu,792702,ACC7360670711,Savings,2012-10-18,163035.82,0.0,735,Retired,26,355361.21,Inactive,No,No,Tier 3,7,1448.13
CUST380938,Yamini Malhotra,1962-09-23,62,Female,yamini.malhotra802@rediffmail.com,+919474759713,Tiruppur,Tamil Nadu,545853,ACC3179641818,Fixed Deposit,2010-11-06,386013.43,822458.17,567,Engineer,18,247897.64,Active,No,Yes,Tier 2,14,20490.58
CUST700315,Pradeep Joshi,1987-07-06,37,Male,pradeep.joshi799@gmail.com,+919101948739,Kochi,Kerala,941390,ACC4760767765,Fixed Deposit,2007-01-10,165177.25,0.0,852,Retired,22,456992.0,Dormant,Yes,Yes,Tier 3,6,18104.89
CUST308079,Vijay Shah,1973-01-06,52,Male,vijay.shah406@yahoo.com,+917068174452,Kolkata,West Bengal,137827,ACC5231476090,Savings,2021-12-08,455371.56,1105902.34,639,Nurse,7,255734.67,Inactive,Yes,Yes,Tier 2,9,1212.22
CUST762233,Geeta Ghosh,1989-05-24,35,Other,geeta.ghosh127@rediffmail.com,+918166852486,Madurai,Tamil Nadu,837661,ACC2062182961,Fixed Deposit,2005-06-15,66031.0,153054.16,576,Engineer,35,306387.21,Active,Yes,No,Tier 1,19,42965.15
CUST922892,Poonam Ghosh,1972-04-17,52,Female,poonam.ghosh24@outlook.com,+917617401892,Trichy,Tamil Nadu,550399,ACC6685363026,Savings,2009-12-26,101732.01,1152402.36,570,Lawyer,36,146493.37,Inactive,Yes,No,Tier 1,15,36377.87
CUST490843,Mohan Gupta,1977-10-28,47,Male,mohan.gupta592@gmail.com,+917427799501,Ahmedabad,Gujarat,949011,ACC4069092303,Savings,2007-02-21,223819.1,1285637.13,788,Nurse,11,111764.09,Inactive,Yes,Yes,Tier 1,12,30824.42
CUST596516,Ajay Desai,1978-06-22,46,Other,ajay.desai506@outlook.com,+918959222174,Lucknow,Uttar Pradesh,727814,ACC4266673090,Fixed Deposit,2024-07-18,370385.31,0.0,454,Engineer,18,348294.7,Dormant,No,No,Tier 2,20,11786.97
CUST583783,Poonam Shah,1964-09-17,60,Male,poonam.shah880@gmail.com,+916058516889,Coimbatore,Tamil Nadu,645195,ACC8339532919,Savings,2008-09-23,349778.15,0.0,684,Businessman,29,436177.09,Active,Yes,No,Tier 2,5,31308.25
CUST650071,Shreya Malhotra,1977-11-30,47,Other,shreya.malhotra561@rediffmail.com,+919780542697,Chennai,Tamil Nadu,384276,ACC3092479645,Recurring Deposit,2012-03-25,148727.14,1439885.99,745,Architect,24,286267.09,Active,Yes,No,Tier 3,6,40140.69
CUST849181,Nikhil Mishra,1993-06-30,31,Male,nikhil.mishra216@outlook.com,+917788007547,Hyderabad,Telangana,257652,ACC7891351401,Fixed Deposit,2006-07-04,82536.99,0.0,785,Engineer,20,353717.67,Active,Yes,No,Tier 2,3,3055.39
CUST591461,Akash Rao,1975-06-22,49,Female,akash.rao652@yahoo.com,+919914908720,Chennai,Tamil Nadu,712859,ACC3553162493,Salary,2013-03-28,463975.81,0.0,581,Architect,26,467810.88,Dormant,Yes,Yes,Tier 3,4,5148.81
CUST326955,Gaurav Bose,1995-09-30,29,Other,gaurav.bose105@yahoo.com,+919315623169,Erode,Tamil Nadu,734152,ACC2202528733,Salary,2023-02-09,293864.87,0.0,692,Retired,40,337563.49,Inactive,Yes,Yes,Tier 1,7,49454.36
CUST195775,Aryan Verma,1974-07-03,50,Female,aryan.verma487@gmail.com,+919467045308,Delhi,Delhi,546070,ACC3641077173,Fixed Deposit,2012-05-03,448028.69,0.0,353,Government Employee,33,382403.64,Active,No,No,Tier 2,15,17749.58
CUST979387,Pooja Kumar,1967-06-14,57,Female,pooja.kumar905@yahoo.com,+919388579127,Jaipur,Rajasthan,818660,ACC7536878838,Savings,2017-07-07,355818.17,980187.01,747,Lawyer,23,97226.08,Inactive,No,No,Tier 3,13,10689.0
CUST686986,Kavya Verma,1968-10-13,56,Female,kavya.verma956@gmail.com,+917333117905,Trichy,Tamil Nadu,198679,ACC6115237403,Salary,2010-09-10,180815.19,0.0,499,Nurse,1,307319.46,Active,No,No,Tier 2,1,49786.89
CUST838474,Rohit Patel,1998-09-20,26,Other,rohit.patel995@gmail.com,+919757825069,Salem,Tamil Nadu,887046,ACC6381757026,Recurring Deposit,2023-02-10,498617.17,946896.83,765,Doctor,3,191071.59,Dormant,Yes,Yes,Tier 1,2,20978.63
CUST986888,Mohan Mukherjee,1974-02-04,51,Other,mohan.mukherjee728@gmail.com,+918637126206,Bengaluru,Karnataka,117484,ACC1512934062,Salary,2023-10-12,429016.21,388364.76,584,IT Professional,21,449890.87,Active,No,Yes,Tier 3,12,20818.94
CUST800157,Akash Joshi,1992-09-12,32,Male,akash.joshi845@yahoo.com,+918613612286,Jaipur,Rajasthan,822171,ACC3876086952,Recurring Deposit,2014-03-07,42442.37,0.0,754,Teacher,1,162470.62,Dormant,No,Yes,Tier 2,14,28408.66
CUST830115,Zoya Mishra,1964-01-23,61,Male,zoya.mishra91@gmail.com,+918691333604,Kolkata,West Bengal,903966,ACC9959710804,Current,2022-09-10,364910.41,0.0,490,Engineer,14,322593.35,Inactive,Yes,Yes,Tier 2,20,47132.87
CUST300368,Isha Patel,1967-12-26,57,Male,isha.patel389@outlook.com,+917171664589,Jaipur,Rajasthan,285715,ACC4170160337,Salary,2010-10-26,70642.82,1670550.53,623,Retired,29,139627.12,Inactive,No,No,Tier 2,20,26152.14
CUST969793,Aishwarya Chopra,1966-12-26,58,Other,aishwarya.chopra600@rediffmail.com,+919482824726,Tiruppur,Tamil Nadu,934951,ACC4572255055,Salary,2009-08-27,284571.3,0.0,744,Farmer,33,280289.49,Dormant,No,Yes,Tier 3,6,12910.69
CUST590406,Zoya Singh,1981-04-25,43,Other,zoya.singh530@yahoo.com,+917623111773,Hyderabad,Telangana,716972,ACC2120324674,Savings,2012-03-25,233889.81,0.0,630,Retired,7,318441.32,Active,Yes,No,Tier 2,10,16833.59
CUST205075,Bhavya Mishra,1993-09-25,31,Female,bhavya.mishra560@yahoo.com,+919139427224,Chennai,Tamil Nadu,596576,ACC6832585075,Current,2010-09-01,219784.85,1388996.88,767,Retired,24,304461.54,Inactive,No,No,Tier 1,7,38158.65
CUST631586,Meena Desai,1986-08-08,38,Other,meena.desai276@rediffmail.com,+918996304511,Chennai,Tamil Nadu,308102,ACC5758202336,Recurring Deposit,2021-11-12,82430.97,1773190.49,470,Teacher,9,335069.15,Active,Yes,No,Tier 1,11,22935.68
CUST273373,Santosh Mehta,1973-07-07,51,Male,santosh.mehta206@yahoo.com,+919110133535,Lucknow,Uttar Pradesh,261625,ACC2978209240,Recurring Deposit,2023-12-20,40647.45,873097.76,541,Farmer,1,243898.6,Inactive,Yes,No,Tier 3,12,34938.99
CUST595248,Vijay Mishra,1994-03-24,30,Female,vijay.mishra724@yahoo.com,+919321128298,Bengaluru,Karnataka,396951,ACC8165881716,Fixed Deposit,2018-05-23,194093.17,267052.54,625,Lawyer,35,45111.83,Inactive,Yes,Yes,Tier 3,5,38392.2
CUST487063,Poonam Chopra,1963-06-19,61,Female,poonam.chopra2@rediffmail.com,+917296813490,Ahmedabad,Gujarat,197360,ACC6850949950,Salary,2013-08-13,69470.91,0.0,492,IT Professional,12,218598.55,Inactive,No,No,Tier 3,15,1741.33
CUST542223,Lakshmi Chatterjee,1980-11-08,44,Male,lakshmi.chatterjee530@gmail.com,+919465676206,Delhi,Delhi,268698,ACC1771023751,Salary,2007-11-21,173470.29,808947.1,403,Architect,33,198155.24,Inactive,Yes,No,Tier 3,12,21122.85
CUST157159,Gaurav Ghosh,1987-01-28,38,Male,gaurav.ghosh650@gmail.com,+917567069461,Trichy,Tamil Nadu,923650,ACC6596147038,Current,2014-07-06,251279.76,1688336.81,784,Nurse,25,436454.01,Active,Yes,Yes,Tier 2,18,12891.83
CUST639907,Ajay Mishra,1965-06-14,59,Female,ajay.mishra289@gmail.com,+917083735388,Salem,Tamil Nadu,453854,ACC7249131725,Salary,2022-03-14,230395.23,1372775.28,351,Engineer,35,140945.4,Inactive,No,No,Tier 1,14,16231.63
CUST766876,Anjali Rao,1983-10-31,41,Other,anjali.rao750@gmail.com,+916621242610,Madurai,Tamil Nadu,617420,ACC9742900191,Fixed Deposit,2011-03-01,124689.05,252109.26,386,Farmer,30,347606.06,Active,No,Yes,Tier 1,10,18639.77
CUST253878,Poonam Ghosh,1988-07-24,36,Female,poonam.ghosh81@outlook.com,+919207339985,Lucknow,Uttar Pradesh,856646,ACC5729286078,Savings,2023-10-09,211553.69,0.0,322,Lawyer,8,398885.95,Dormant,No,No,Tier 3,16,26957.88
CUST932279,Kavya Bose,1994-02-14,31,Male,kavya.bose485@yahoo.com,+918883811315,Coimbatore,Tamil Nadu,733992,ACC4431481733,Fixed Deposit,2009-01-24,137755.98,0.0,490,IT Professional,19,143612.91,Inactive,Yes,Yes,Tier 2,4,13738.43
CUST584904,Divya Gupta,1969-11-30,55,Other,divya.gupta19@outlook.com,+917411979163,Delhi,Delhi,507937,ACC2366484208,Fixed Deposit,2017-07-05,305887.45,1269545.33,771,Engineer,22,176892.03,Inactive,No,Yes,Tier 2,15,10531.87
CUST831618,Lakshmi Patel,1988-04-27,36,Other,lakshmi.patel677@gmail.com,+919212682334,Salem,Tamil Nadu,487125,ACC6970267626,Salary,2011-07-19,280882.21,0.0,653,Farmer,29,340505.67,Active,Yes,Yes,Tier 3,11,28244.62
CUST535571,Priya Ghosh,1976-10-31,48,Male,priya.ghosh503@yahoo.com,+916937614470,Tiruppur,Tamil Nadu,216006,ACC9475504077,Recurring Deposit,2011-06-29,66282.85,0.0,426,Teacher,11,385768.57,Dormant,No,No,Tier 2,6,20909.0
CUST728357,Tarun Rao,1989-10-17,35,Female,tarun.rao646@gmail.com,+919689619938,Kumbakonam,Tamil Nadu,618870,ACC6492746582,Fixed Deposit,2011-06-04,251401.18,0.0,845,Accountant,11,462716.17,Active,No,No,Tier 1,17,41493.32
CUST899995,Kishore Bose,1978-10-05,46,Other,kishore.bose669@rediffmail.com,+918662537389,Coimbatore,Tamil Nadu,184416,ACC4896741733,Recurring Deposit,2017-10-19,94843.04,277144.08,329,Retired,27,473289.62,Inactive,Yes,Yes,Tier 3,20,23595.68
CUST195385,Aditi Ghosh,1984-10-05,40,Male,aditi.ghosh616@rediffmail.com,+917027851518,Erode,Tamil Nadu,595104,ACC9383115102,Current,2012-03-28,431787.42,1446120.22,465,Teacher,19,41758.28,Active,Yes,No,Tier 2,7,34183.55
CUST565204,Uma Verma,1982-06-09,42,Female,uma.verma997@rediffmail.com,+917051680520,Bengaluru,Karnataka,857120,ACC5250786370,Savings,2005-02-26,401941.64,1817757.25,639,Retired,3,344191.56,Inactive,No,No,Tier 1,13,47878.74
CUST850755,Shilpa Desai,1979-09-02,45,Other,shilpa.desai622@gmail.com,+917711100946,Salem,Tamil Nadu,906104,ACC3307863942,Savings,2013-02-24,413963.04,0.0,361,Lawyer,33,318341.42,Inactive,No,Yes,Tier 1,4,42353.52
CUST894758,Mahesh Chatterjee,2000-12-14,24,Other,mahesh.chatterjee348@yahoo.com,+917417449520,Ahmedabad,Gujarat,827414,ACC6020616922,Savings,2015-04-12,397878.77,0.0,515,Retired,32,378726.21,Inactive,No,No,Tier 3,14,16533.06
CUST572253,Rahul Nair,1994-02-24,31,Female,rahul.nair609@gmail.com,+919780303930,Hyderabad,Telangana,690913,ACC8299561811,Salary,2021-01-04,74437.98,0.0,595,Government Employee,20,472948.04,Active,No,No,Tier 3,14,33663.94
CUST261943,Aryan Das,1971-07-17,53,Female,aryan.das300@rediffmail.com,+916051826149,Ahmedabad,Gujarat,481851,ACC3985356699,Recurring Deposit,2021-09-20,14488.35,296726.73,516,Nurse,26,243717.42,Active,No,Yes,Tier 3,16,15714.81
CUST492547,Sandeep Verma,1967-11-13,57,Female,sandeep.verma892@rediffmail.com,+916965616791,Salem,Tamil Nadu,316456,ACC9272460488,Current,2008-05-14,448618.24,129505.19,314,Government Employee,39,391227.04,Active,Yes,No,Tier 2,14,28470.4
CUST769658,Vijay Ghosh,1993-04-03,31,Female,vijay.ghosh867@yahoo.com,+916424514631,Pune,Maharashtra,632064,ACC4892537570,Savings,2011-02-02,182098.39,0.0,333,Nurse,35,424836.75,Dormant,Yes,Yes,Tier 2,18,26147.44
CUST356578,Sara Khanna,1970-03-30,54,Other,sara.khanna667@yahoo.com,+916816104624,Trichy,Tamil Nadu,971044,ACC4175852493,Savings,2007-12-22,89126.62,182718.39,572,Nurse,20,39823.91,Active,Yes,No,Tier 2,3,26846.68
CUST919370,Uma Mukherjee,1981-06-15,43,Other,uma.mukherjee75@yahoo.com,+918329456389,Bengaluru,Karnataka,325437,ACC5514366267,Recurring Deposit,2015-12-06,221228.09,0.0,787,Government Employee,37,14705.21,Inactive,Yes,No,Tier 3,6,29446.88
CUST765775,Suresh Iyengar,1982-02-04,43,Female,suresh.iyengar616@outlook.com,+917286932278,Kolkata,West Bengal,658041,ACC5297093830,Current,2012-08-26,164655.38,1902871.39,794,Government Employee,36,256500.52,Dormant,No,Yes,Tier 1,15,325.86
CUST634299,Bhavya Verma,1990-03-10,35,Other,bhavya.verma68@rediffmail.com,+918950466129,Lucknow,Uttar Pradesh,962514,ACC7315776590,Current,2009-05-05,47736.7,0.0,753,Doctor,15,114476.06,Dormant,No,No,Tier 3,15,5145.86
CUST414637,Ishaan Verma,1995-04-01,29,Female,ishaan.verma197@rediffmail.com,+918218205830,Kolkata,West Bengal,785234,ACC3885733726,Recurring Deposit,2022-09-10,426252.46,0.0,460,Lawyer,18,122074.56,Inactive,No,No,Tier 2,4,15311.62
CUST862010,Mohan Pillai,1994-03-18,31,Female,mohan.pillai436@rediffmail.com,+917755730126,Coimbatore,Tamil Nadu,777162,ACC8495636795,Current,2015-04-01,3333.43,0.0,713,Government Employee,2,411081.2,Active,Yes,No,Tier 2,11,1183.95
CUST548264,Ishaan Shah,1995-10-09,29,Male,ishaan.shah574@yahoo.com,+917044268979,Pune,Maharashtra,441293,ACC8691942704,Fixed Deposit,2021-03-06,308969.14,213669.15,750,Architect,31,476502.23,Active,No,No,Tier 1,8,49346.46
CUST714585,Anil Patel,1972-05-19,52,Other,anil.patel655@outlook.com,+916576748520,Tiruppur,Tamil Nadu,177582,ACC2610694200,Salary,2022-05-22,185039.69,0.0,591,Retired,27,413912.24,Active,No,Yes,Tier 3,2,21913.06
CUST443767,Tarun Desai,1998-04-13,26,Female,tarun.desai70@outlook.com,+917379831839,Thanjavur,Tamil Nadu,338742,ACC1093852809,Fixed Deposit,2013-02-15,452599.2,429625.63,756,Farmer,13,342057.71,Dormant,No,No,Tier 3,0,7013.5
CUST773437,Lakshmi Jain,1997-04-22,27,Female,lakshmi.jain499@gmail.com,+918429725694,Erode,Tamil Nadu,133642,ACC7059249464,Recurring Deposit,2024-08-01,30613.04,0.0,824,Farmer,35,251084.64,Dormant,No,Yes,Tier 3,2,28265.34
CUST685410,Pradeep Verma,1985-09-29,39,Female,pradeep.verma818@gmail.com,+917850902101,Trichy,Tamil Nadu,588337,ACC4352600847,Fixed Deposit,2024-12-12,305210.73,1534230.57,495,Retired,10,328717.41,Active,Yes,No,Tier 2,16,39055.65
CUST875378,Rahul Pillai,1960-11-05,64,Male,rahul.pillai7@rediffmail.com,+919674665074,Chennai,Tamil Nadu,712763,ACC5387238367,Salary,2016-12-10,113002.35,0.0,737,Accountant,13,387264.64,Dormant,No,Yes,Tier 1,4,10307.21
CUST290407,Pradeep Das,1994-12-18,30,Male,pradeep.das968@gmail.com,+917354358858,Hyderabad,Telangana,790138,ACC1433347157,Current,2009-07-11,270268.09,0.0,370,Government Employee,11,217898.98,Inactive,Yes,Yes,Tier 2,0,6865.61
CUST560996,Aditi Mishra,1977-01-23,48,Female,aditi.mishra889@yahoo.com,+919311349921,Mumbai,Maharashtra,718887,ACC9366655114,Savings,2007-01-31,223682.79,0.0,708,Teacher,33,457508.77,Dormant,Yes,Yes,Tier 1,3,47034.79
CUST876619,Shreya Reddy,1969-06-08,55,Male,shreya.reddy426@yahoo.com,+917962601437,Delhi,Delhi,107608,ACC7892771428,Fixed Deposit,2023-01-08,399995.71,1017470.51,668,Lawyer,26,481168.69,Active,No,No,Tier 2,2,21707.44
CUST988991,Divya Banerjee,1999-04-17,25,Male,divya.banerjee87@rediffmail.com,+916194860493,Salem,Tamil Nadu,988578,ACC8095293870,Current,2008-12-23,8417.09,1794662.39,581,Architect,1,72694.67,Active,Yes,No,Tier 1,1,29810.22
CUST320018,Kavya Das,1978-10-21,46,Other,kavya.das425@yahoo.com,+919480296492,Kolkata,West Bengal,290436,ACC8133735342,Salary,2024-09-19,87731.42,1483933.34,831,Doctor,11,24690.26,Active,No,No,Tier 3,11,45449.04
CUST378062,Aditi Jain,1961-04-11,63,Other,aditi.jain27@outlook.com,+917619360607,Salem,Tamil Nadu,857619,ACC7966065728,Recurring Deposit,2008-10-22,17594.27,92998.9,447,Teacher,7,17319.85,Active,Yes,No,Tier 1,3,48436.52
CUST586993,Vikram Kapoor,1966-01-11,59,Female,vikram.kapoor550@rediffmail.com,+918016431212,Kochi,Kerala,234425,ACC9518504093,Salary,2019-09-22,404807.85,0.0,300,Nurse,24,478883.62,Dormant,Yes,No,Tier 2,18,9814.35
CUST329964,Usha Mehta,1993-05-03,31,Female,usha.mehta231@gmail.com,+916971622127,Bengaluru,Karnataka,293595,ACC3210765844,Salary,2012-05-16,358775.4,210456.42,589,Retired,30,337494.62,Dormant,No,Yes,Tier 2,13,18738.53
